"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","response"
0.577914867550135,0.73168672202155,0.757608615560457,0.412446133093908,0.704592703841627,0.700517963850871,0.447870127623901,0.633573959115893,0.113842523656785,0.158163075102493,"class2"
0.700637513073161,0.647417184431106,0.758039969950914,0.302949975710362,0.20909960847348,0.701764802215621,0.303584347944707,0.469814072595909,0.596094843931496,0.81978052854538,"class2"
0.337263660971075,0.814206802053377,0.121995107037947,0.637503425823525,0.895834937691689,0.312936309026554,0.0772093047853559,0.660440817242488,0.608036826131865,0.51033448590897,"class2"
0.119020608486608,0.104358899407089,0.197357048280537,0.702903242316097,0.851474265102297,0.552355265710503,0.138869848800823,0.250359328463674,0.48172784387134,0.171377936610952,"class1"
0.877639923477545,0.334414296783507,0.568025901913643,0.563796508591622,0.259985140524805,0.872492111753672,0.355816933326423,0.548564641270787,0.574099896941334,0.327025440288708,"class2"
0.0517255577724427,0.399719190318137,0.510994607349858,0.794888730393723,0.126960755093023,0.681123723974451,0.763324137311429,0.950374737847596,0.971316285664216,0.485704109538347,"class1"
0.342460958752781,0.382126258453354,0.882330214139074,0.450636936817318,0.676455205306411,0.887842579744756,0.80373690277338,0.0559872430749238,0.395979332504794,0.800451015355065,"class2"
0.46081085363403,0.924454312771559,0.138262280961499,0.0287970574572682,0.928466705139726,0.74716790439561,0.489928560564294,0.240331832086667,0.800784932915121,0.896593183279037,"class1"
0.771591612836346,0.297368788858876,0.659360227407888,0.745332611957565,0.779953881166875,0.335480042733252,0.83599850628525,0.215512600727379,0.13743201084435,0.413534156279638,"class2"
0.819488619919866,0.331493899226189,0.871764279203489,0.151310195913538,0.897451889701188,0.892953199567273,0.699467596132308,0.473919590935111,0.810607832623646,0.682848187629133,"class2"
0.683180278167129,0.955994250718504,0.1072401877027,0.307183628669009,0.681901388568804,0.0734121720306575,0.471578125143424,0.0556851604487747,0.0930311258416623,0.683242846513167,"class1"
0.00187249109148979,0.158595521468669,0.331243442604318,0.363787448499352,0.253932544728741,0.514300389913842,0.603579869959503,0.780644860817119,0.559440851444378,0.532347907079384,"class1"
0.70585650135763,0.802791686030105,0.236665942007676,0.991766231833026,0.791368920588866,0.222753997659311,0.43554994254373,0.12491297442466,0.626043864060193,0.624132249504328,"class2"
0.491473333211616,0.881182692712173,0.676108299288899,0.679530667373911,0.515507772099227,0.00848721293732524,0.224428532645106,0.0224394418764859,0.156169386114925,0.414928364101797,"class2"
0.72927501029335,0.799410416511819,0.358771392842755,0.695074283285066,0.776730381185189,0.315016665030271,0.632158911554143,0.606893959920853,0.619369646999985,0.734442975372076,"class2"
0.162764203036204,0.548221807228401,0.769729836145416,0.0405480982735753,0.578455879585817,0.657305776840076,0.377330112271011,0.407513032667339,0.951243932358921,0.982714967569336,"class1"
0.523205139441416,0.747192189330235,0.0153011116199195,0.127817808417603,0.506439836230129,0.853120067156851,0.322294068988413,0.329413431463763,0.668341007782146,0.721973117208108,"class2"
0.546423484105617,0.0815149350091815,0.489845814649016,0.736784167122096,0.23674222570844,0.0548785824794322,0.941017484525219,0.805746647296473,0.728046073811129,0.261085251579061,"class2"
0.781773423077539,0.137937980471179,0.222981557482854,0.0839891007635742,0.32088955421932,0.238940278301015,0.175327801378444,0.298902830807492,0.139310894999653,0.0994304555933923,"class1"
0.0927339177578688,0.279083682456985,0.272775921737775,0.711159738712013,0.377256232546642,0.387927569216117,0.0958825275301933,0.602908651577309,0.195753499865532,0.356262068264186,"class1"
0.967515132622793,0.465553733287379,0.236669414909557,0.434526727534831,0.54448468866758,0.0544887622818351,0.322596014011651,0.12042512698099,0.0545130907557905,0.363857988733798,"class2"
0.902196431066841,0.625013120239601,0.553847058443353,0.596612934488803,0.286484280601144,0.613393043866381,0.718551773345098,0.553172636078671,0.0559731270186603,0.933950463077053,"class2"
0.777083428576589,0.226661885622889,0.172566043911502,0.880095063941553,0.519795562606305,0.871664322912693,0.97902629384771,0.242556000128388,0.0842128368094563,0.758310830453411,"class1"
0.0567826912738383,0.889162003528327,0.898311782395467,0.687278240220621,0.462113698711619,0.546778246527538,0.0793584627099335,0.131927085574716,0.307735639624298,0.00848739594221115,"class1"
0.592993760714307,0.230240597622469,0.28500167094171,0.0777908442541957,0.56220640684478,0.250644877552986,0.325124102178961,0.338532390771434,0.305488030659035,0.972593119833618,"class2"
0.763833571923897,0.454815555829555,0.996119702234864,0.496965404134244,0.462289053481072,0.897088316036388,0.80999135505408,0.796568762045354,0.871086335042492,0.0449908934533596,"class2"
0.439161968883127,0.464472715510055,0.346982237417251,0.490986280143261,0.719995645573363,0.898025313392282,0.210802769986913,0.135153275448829,0.739988101180643,0.693043308332562,"class2"
0.588081513298675,0.270506259985268,0.337040384765714,0.490201510256156,0.757409038953483,0.319704925175756,0.406530205626041,0.556910367682576,0.935359480092302,0.608388678869233,"class2"
0.0106173763051629,0.0851121812593192,0.119377571390942,0.340231151552871,0.405172086320817,0.803306836402044,0.951666062697768,0.790290152654052,0.189558268291876,0.412359691224992,"class1"
0.573112576268613,0.95958158466965,0.399327784311026,0.435640084790066,0.355908910743892,0.194656583946198,0.944031476741657,0.452426875708625,0.347268061013892,0.777444320963696,"class2"
0.620081485714763,0.138717917259783,0.804160753265023,0.834976758109406,0.678462223615497,0.379357433412224,0.873223150381818,0.0900659984908998,0.0152613271493465,0.133815061533824,"class2"
0.79359762230888,0.774655674817041,0.732075652340427,0.629306593677029,0.901304602157325,0.756517824251205,0.530376025242731,0.409631639719009,0.318673370871693,0.521793168736622,"class1"
0.43567516701296,0.247079624095932,0.0603049921337515,0.914677588269114,0.348249095724896,0.635044738650322,0.304802916012704,0.918368608690798,0.145880434662104,0.693287790520117,"class1"
0.0611132457852364,0.725905726430938,0.709984784945846,0.0543834751006216,0.88119258871302,0.0237718424759805,0.462463014991954,0.249082611640915,0.957596236374229,0.526758637512103,"class1"
0.66865769890137,0.0643989683594555,0.274047931889072,0.272782530402765,0.849907369352877,0.422568737063557,0.55048408661969,0.97203144361265,0.136967308120802,0.591436051065102,"class1"
