,Unnamed: 0,userId,movieId,rating,timestamp
0,0,1,1,4.0,964982703
1,1,1,3,4.0,964981247
2,2,1,6,4.0,964982224
3,3,1,44,5.0,964983815
4,4,1,47,5.0,964982931
5,5,1,63,3.0,964982400
6,6,1,90,5.0,964980868
7,7,1,98,4.0,964982176
8,8,1,125,5.0,964984041
9,9,1,131,5.0,964984100
10,10,1,137,5.0,964983650
11,11,1,185,5.0,964981208
12,12,1,191,3.0,964980985
13,13,1,198,5.0,964981179
14,14,1,202,4.0,964980908
15,15,1,225,5.0,964981680
16,16,1,258,3.0,964982967
17,17,1,276,3.0,964982310
18,18,1,292,5.0,964981179
19,19,1,308,4.0,964982563
20,20,1,315,4.0,964980962
21,21,1,321,5.0,964982588
22,22,1,326,4.0,964981710
23,23,1,368,3.0,964982363
24,24,1,385,4.0,964980868
25,25,1,399,5.0,964981909
26,26,1,419,4.0,964982346
27,27,1,437,3.0,964981208
28,28,1,462,5.0,964984002
29,29,1,477,4.0,964981179
30,30,1,485,4.0,964982653
31,31,1,486,5.0,964984153
32,32,1,509,4.0,964982546
33,33,1,510,4.0,964982271
34,34,1,511,4.0,964983793
35,35,1,514,5.0,964982838
36,36,1,521,5.0,964982931
37,37,1,547,3.0,964982563
38,38,1,552,5.0,964982838
39,39,1,560,3.0,964981775
40,40,1,593,4.0,964982400
41,41,1,595,3.0,964982653
42,42,1,616,3.0,964984086
43,43,1,633,4.0,964980499
44,44,1,702,5.0,964982475
45,45,1,706,5.0,964981529
46,46,1,721,5.0,964982176
47,47,1,724,4.0,964983614
48,48,1,735,5.0,964983219
49,49,1,768,3.0,964981775
50,50,1,782,5.0,964982681
51,51,1,783,5.0,964982876
52,52,1,784,5.0,964982791
53,53,1,787,5.0,964982855
54,54,1,788,3.0,964982903
55,55,1,789,5.0,964982653
56,56,1,790,5.0,964982791
57,57,1,798,4.0,964981179
58,58,1,802,5.0,964982400
59,60,1,816,5.0,964981680
60,61,1,821,5.0,964981327
61,62,1,829,5.0,964982951
62,63,1,830,4.0,964984018
63,64,1,832,5.0,964983484
64,65,1,837,5.0,964981680
65,66,1,857,4.0,964982513
66,67,1,864,5.0,964981327
67,68,1,899,5.0,964981827
68,69,1,900,5.0,964981872
69,70,1,901,5.0,964981827
70,71,1,908,5.0,964983737
71,72,1,910,4.0,964983250
72,73,1,912,5.0,964980499
73,74,1,915,5.0,964982951
74,75,1,916,4.0,964981855
75,76,1,921,2.0,964983393
76,77,1,922,5.0,964981909
77,78,1,924,5.0,964981909
78,79,1,926,5.0,964984018
79,80,1,928,5.0,964983618
80,81,1,940,5.0,964983723
81,82,1,956,5.0,964981442
82,83,1,958,3.0,964983414
83,84,1,965,4.0,964983599
84,85,1,970,5.0,964983705
85,86,1,975,5.0,964982290
86,87,1,978,5.0,964983414
87,88,1,982,5.0,964982703
88,89,1,991,5.0,964981909
89,90,1,997,5.0,964984086
90,91,1,1037,4.0,964983393
91,92,1,1061,3.0,964982653
92,93,1,1077,3.0,964983017
93,94,1,1085,3.0,964982310
94,95,1,1111,3.0,964984112
95,96,1,1127,4.0,964980875
96,97,1,1147,4.0,964980985
97,98,1,1155,5.0,964981107
98,99,1,1172,4.0,964982620
99,100,1,1182,5.0,964982290
100,101,1,1184,3.0,964981125
101,102,1,1191,5.0,964982346
102,103,1,1219,5.0,964982951
103,104,1,1221,4.0,964983056
104,105,1,1225,5.0,964983504
105,106,1,1236,3.0,964983536
106,107,1,1262,3.0,964982620
107,108,1,1299,5.0,964981125
108,109,1,1320,4.0,964981230
109,110,1,1327,4.0,964981404
110,111,1,1333,5.0,964983034
111,112,1,1334,4.0,964983056
112,113,1,1402,4.0,964981780
113,114,1,1408,5.0,964981497
114,115,1,1432,5.0,964982176
115,116,1,1445,4.0,964981710
116,117,1,1476,4.0,964982211
117,118,1,1481,5.0,964981710
118,120,1,1494,5.0,964980523
119,121,1,1504,4.0,964981888
120,122,1,1506,5.0,964982903
121,123,1,1517,4.0,964982563
122,124,1,1518,5.0,964982791
123,125,1,1523,4.0,964981747
124,126,1,1527,5.0,964982400
125,127,1,1544,5.0,964982838
126,128,1,1554,5.0,964982838
127,129,1,1557,3.0,964981710
128,130,1,1558,5.0,964982653
129,131,1,1560,4.0,964982838
130,132,1,1563,4.0,964982588
131,133,1,1568,4.0,964981725
132,134,1,1577,5.0,964982529
133,135,1,1578,5.0,964982876
134,136,1,1596,5.0,964982791
135,137,1,1598,5.0,964982791
136,138,1,1600,5.0,964982838
137,139,1,1602,4.0,964981725
138,140,1,1618,5.0,964981710
139,141,1,1629,4.0,964981680
140,142,1,1645,4.0,964981710
141,143,1,1675,2.0,964981775
142,144,1,1688,4.0,964982989
143,145,1,1692,4.0,964982310
144,146,1,1705,5.0,964983664
145,147,1,1735,5.0,964983263
146,148,1,1744,2.0,964983546
147,149,1,1756,5.0,964983861
148,150,1,1769,4.0,964982462
149,151,1,1789,5.0,964983123
150,152,1,1791,2.0,964983094
151,153,1,1797,5.0,964981093
152,154,1,1807,4.0,964982310
153,155,1,1815,3.0,964982513
154,156,1,1827,5.0,964982242
155,157,1,1843,4.0,964982620
156,158,1,1851,5.0,964983414
157,159,1,1859,5.0,964982588
158,160,1,1867,4.0,964984169
159,161,1,1875,4.0,965719662
160,162,1,1884,5.0,964981278
161,163,1,1905,3.0,964982328
162,164,1,1906,5.0,964982242
163,165,1,1918,5.0,964981265
164,166,1,1940,5.0,964981888
165,167,1,1947,5.0,964983000
166,168,1,1958,5.0,964981144
167,169,1,1972,4.0,964983080
168,170,1,1973,2.0,964982588
169,171,1,1980,4.0,964980523
170,172,1,1987,4.0,964982377
171,173,1,1988,5.0,964982620
172,174,1,1991,4.0,964983393
173,175,1,1992,4.0,964983414
174,176,1,1995,5.0,964983393
175,177,1,1998,3.0,964983426
176,178,1,2021,5.0,964981855
177,180,1,2039,5.0,964983414
178,181,1,2078,5.0,964982703
179,182,1,2104,4.0,964981710
180,183,1,2127,4.0,964980523
181,184,1,2146,5.0,964980868
182,185,1,2158,5.0,964981680
183,186,1,2183,5.0,964982703
184,187,1,2194,4.0,964982290
185,188,1,2217,5.0,964981872
186,189,1,2219,5.0,964982176
187,190,1,2220,5.0,964982191
188,191,1,2221,5.0,964981888
189,192,1,2227,5.0,964983282
190,193,1,2249,4.0,964983034
191,194,1,2251,5.0,964982495
192,195,1,2255,5.0,964982271
193,196,1,2257,5.0,964982242
194,197,1,2260,4.0,964980896
195,198,1,2287,5.0,964983762
196,199,1,2288,5.0,964982791
197,200,1,2303,5.0,964981208
198,201,1,2304,5.0,964984086
199,202,1,2311,4.0,964981872
200,203,1,2373,5.0,964983873
201,204,1,2389,4.0,964982495
202,205,1,2395,1.0,964983504
203,206,1,2432,3.0,964981093
204,207,1,2435,3.0,964983108
205,208,1,2441,5.0,964981107
206,209,1,2461,5.0,964983536
207,210,1,2527,5.0,964983484
