,userId,movieId,rating,timestamp
0,1,1,4.0,964982703
1,1,3,4.0,964981247
2,1,6,4.0,964982224
3,1,44,5.0,964983815
4,1,47,5.0,964982931
5,1,63,3.0,964982400
6,1,90,5.0,964980868
7,1,98,4.0,964982176
8,1,125,5.0,964984041
9,1,131,5.0,964984100
10,1,137,5.0,964983650
11,1,185,5.0,964981208
12,1,191,3.0,964980985
13,1,198,5.0,964981179
14,1,202,4.0,964980908
15,1,225,5.0,964981680
16,1,258,3.0,964982967
17,1,276,3.0,964982310
18,1,292,5.0,964981179
19,1,308,4.0,964982563
20,1,315,4.0,964980962
21,1,321,5.0,964982588
22,1,326,4.0,964981710
23,1,368,3.0,964982363
24,1,385,4.0,964980868
25,1,399,5.0,964981909
26,1,419,4.0,964982346
27,1,437,3.0,964981208
28,1,462,5.0,964984002
29,1,477,4.0,964981179
30,1,485,4.0,964982653
31,1,486,5.0,964984153
32,1,509,4.0,964982546
33,1,510,4.0,964982271
34,1,511,4.0,964983793
35,1,514,5.0,964982838
36,1,521,5.0,964982931
37,1,547,3.0,964982563
38,1,552,5.0,964982838
39,1,560,3.0,964981775
40,1,593,4.0,964982400
41,1,595,3.0,964982653
42,1,616,3.0,964984086
43,1,633,4.0,964980499
44,1,702,5.0,964982475
45,1,706,5.0,964981529
46,1,721,5.0,964982176
47,1,724,4.0,964983614
48,1,735,5.0,964983219
49,1,768,3.0,964981775
50,1,782,5.0,964982681
51,1,783,5.0,964982876
52,1,784,5.0,964982791
53,1,787,5.0,964982855
54,1,788,3.0,964982903
55,1,789,5.0,964982653
56,1,790,5.0,964982791
57,1,798,4.0,964981179
58,1,802,5.0,964982400
59,1,811,4.0,964980924
60,1,816,5.0,964981680
61,1,821,5.0,964981327
62,1,829,5.0,964982951
63,1,830,4.0,964984018
64,1,832,5.0,964983484
65,1,837,5.0,964981680
66,1,857,4.0,964982513
67,1,864,5.0,964981327
68,1,899,5.0,964981827
69,1,900,5.0,964981872
70,1,901,5.0,964981827
71,1,908,5.0,964983737
72,1,910,4.0,964983250
73,1,912,5.0,964980499
74,1,915,5.0,964982951
75,1,916,4.0,964981855
76,1,921,2.0,964983393
77,1,922,5.0,964981909
78,1,924,5.0,964981909
79,1,926,5.0,964984018
80,1,928,5.0,964983618
81,1,940,5.0,964983723
82,1,956,5.0,964981442
83,1,958,3.0,964983414
84,1,965,4.0,964983599
85,1,970,5.0,964983705
86,1,975,5.0,964982290
87,1,978,5.0,964983414
88,1,982,5.0,964982703
89,1,991,5.0,964981909
90,1,997,5.0,964984086
91,1,1037,4.0,964983393
92,1,1061,3.0,964982653
93,1,1077,3.0,964983017
94,1,1085,3.0,964982310
95,1,1111,3.0,964984112
96,1,1127,4.0,964980875
97,1,1147,4.0,964980985
98,1,1155,5.0,964981107
99,1,1172,4.0,964982620
100,1,1182,5.0,964982290
101,1,1184,3.0,964981125
102,1,1191,5.0,964982346
103,1,1219,5.0,964982951
104,1,1221,4.0,964983056
105,1,1225,5.0,964983504
106,1,1236,3.0,964983536
107,1,1262,3.0,964982620
108,1,1299,5.0,964981125
109,1,1320,4.0,964981230
110,1,1327,4.0,964981404
111,1,1333,5.0,964983034
112,1,1334,4.0,964983056
113,1,1402,4.0,964981780
114,1,1408,5.0,964981497
115,1,1432,5.0,964982176
116,1,1445,4.0,964981710
117,1,1476,4.0,964982211
118,1,1481,5.0,964981710
119,1,1488,4.0,964984176
120,1,1494,5.0,964980523
121,1,1504,4.0,964981888
122,1,1506,5.0,964982903
123,1,1517,4.0,964982563
124,1,1518,5.0,964982791
125,1,1523,4.0,964981747
126,1,1527,5.0,964982400
127,1,1544,5.0,964982838
128,1,1554,5.0,964982838
129,1,1557,3.0,964981710
130,1,1558,5.0,964982653
131,1,1560,4.0,964982838
132,1,1563,4.0,964982588
133,1,1568,4.0,964981725
134,1,1577,5.0,964982529
135,1,1578,5.0,964982876
